SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-1yr,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4-5yr,tenure_group_5+yr,Recency,Frequency,Monetary,usage_ratio,is_monthly_contract,support_tickets,sentiment_score,Segment,Churn_Risk
0,25,105.5,2686.05,0,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,47,7,105.5,0.0392623881208016,1,3,0.6410150084642183,0,0.4795636994630316
0,69,113.25,7895.15,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,3,10,113.25,0.0143424327045458,0,1,0.5200698036063478,0,0.11141343634104833
0,52,20.65,1022.95,0,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,20,1,20.65,0.0201670003418135,0,3,-0.9024673623737192,2,0.03416364600517501
0,71,106.7,7382.25,0,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,1,7,106.7,0.0144516303795753,0,4,0.6874575854205149,0,0.1655988896288911
0,10,55.2,528.35,1,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,62,5,55.2,0.1042788325304618,1,0,-0.1239118481892325,2,0.28362553714038496
0,21,90.05,1862.9,0,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,51,5,90.05,0.0483126777187617,1,3,-0.3152097534082807,0,0.7007594530585892
1,1,39.65,39.65,1,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,71,3,39.65,0.97539975399754,1,1,0.0929527220507528,1,0.8386311523541802
0,12,19.8,202.25,0,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,60,2,19.8,0.0974169741697417,0,4,-0.8172935145528883,2,0.05734072728957472
0,1,20.15,20.15,1,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,71,1,20.15,0.9527186761229316,1,3,0.5132930987047977,1,0.5891943988389627
0,58,59.9,3505.1,0,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,14,6,59.9,0.017084509854254,0,0,0.1648701537765917,0,0.036658778209511356
0,49,59.6,2970.3,0,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,23,6,59.6,0.0200585602261636,1,0,-0.626819806253665,0,0.14268479407466655
0,30,55.3,1530.6,0,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,42,4,55.3,0.0361060329067641,1,2,-0.6235356004619088,2,0.31117851378133476
0,47,99.35,4749.15,1,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,25,8,99.35,0.0209151289959264,1,2,-0.6315026968546515,0,0.61691625131717
0,1,30.2,30.2,1,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,71,3,30.2,0.967948717948718,1,1,-0.885995224896132,1,0.661894256842829
0,72,90.25,6369.45,0,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0,10,90.25,0.0141669740756147,0,3,0.1755968987433696,0,0.02532951602193936
0,17,64.7,1093.1,1,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,55,5,64.7,0.0591353623983182,1,3,0.6806963551770162,2,0.4206273552672373
1,71,96.35,6766.95,0,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,1,8,96.35,0.0142362162841037,0,2,-0.9650035720252228,0,0.06244075341081038
1,2,95.5,181.65,0,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,70,6,95.5,0.5228579249931563,1,3,-0.9019907100574528,1,0.7633186118532482
0,27,66.15,1874.45,0,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,45,7,66.15,0.0352715348316404,0,3,0.1455405533738916,0,0.05593406062869074
0,1,20.2,20.2,0,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,71,1,20.2,0.9528301886792452,1,0,0.6389913707721047,1,0.5354343082991279
1,1,45.25,45.25,0,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,71,1,45.25,0.9783783783783784,1,2,-0.3465222188627328,1,0.6988225251485588
0,72,99.9,7251.7,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,0,8,99.9,0.0137741806499648,0,4,-0.3007712023845557,0,0.044077954231769294
0,5,69.7,316.9,1,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,67,2,69.7,0.2192513368983957,1,2,0.1926929949935518,2,0.8543910561152631
0,46,74.8,3548.3,0,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,26,3,74.8,0.0210745780858197,1,4,-0.451574221751706,2,0.47180997684779863
0,34,106.35,3549.25,1,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,38,7,106.35,0.0299556369269769,1,0,-0.9467832678446316,0,0.7176324175643463
0,11,97.85,1105.4,1,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,61,6,97.85,0.088439985538684,1,1,0.4704570362031921,0,0.7872297834821228
0,10,49.55,475.7,0,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,62,4,49.55,0.1039437801552339,0,3,0.2512998258829062,2,0.1347206255263966
0,70,69.2,4872.35,0,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,2,8,69.2,0.014199677839679,0,0,0.1615119981113182,0,0.04041243760214056
0,17,20.75,418.25,0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,55,3,20.75,0.0494931425163983,0,3,0.4833682579836462,2,0.036442584698061053
0,63,79.85,4861.45,0,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,9,8,79.85,0.0164217626916472,0,1,0.350461675124075,0,0.041639258909298246
0,13,76.2,981.45,0,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,59,8,76.2,0.0775611990432083,1,1,-0.5882360236433577,0,0.3885270047502572
0,49,84.5,3906.7,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,23,4,84.5,0.0216239731811551,1,0,-0.2950379061132977,0,0.7434389521636965
0,2,49.25,97.0,0,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,70,2,49.25,0.5025510204081632,1,1,-0.74777971664275,1,0.5618894733233201
0,2,80.65,144.15,1,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,70,3,80.65,0.555632104719256,1,4,-0.7402859731642379,1,0.8700983307768262
0,52,79.75,4217.8,0,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,20,7,79.75,0.0189034796624632,0,1,0.3523914927130784,0,0.05187355219774937
0,69,64.15,4254.1,0,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,3,8,64.15,0.0150760264153603,0,3,0.7172002139649964,0,0.027911794106027843
1,43,90.25,3838.75,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,29,5,90.25,0.0235041343837489,1,3,0.925465167722278,0,0.6887169292670737
0,15,99.1,1426.4,1,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,57,6,99.1,0.0694269300826677,1,3,0.2566942350988888,0,0.6034946270860401
1,25,69.5,1752.65,0,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,47,7,69.5,0.0396316254668833,1,3,-0.6317973532780861,0,0.23835514030128802
1,8,80.65,633.3,1,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,64,5,80.65,0.1271480372063692,1,4,-0.7886993091021386,2,0.6809264003784847
1,60,74.85,4456.35,0,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,12,9,74.85,0.0167924888106161,0,2,0.6257019430735156,0,0.06470665512980338
1,18,95.45,1752.55,1,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,54,5,95.45,0.0544324370562573,1,0,0.1575129527199985,0,0.8378864244310159
0,63,99.65,6311.2,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,9,8,99.65,0.0157868888818478,0,3,0.2365700420274397,0,0.17718759471898182
1,66,108.45,7076.35,0,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6,10,108.45,0.0153235321130084,0,1,0.5629241775094185,0,0.3146749862268613
0,34,24.95,894.3,0,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,38,4,24.95,0.0278677538255333,0,3,0.4065544554649032,2,0.016494459949787967
0,72,107.5,7853.7,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0,7,107.5,0.013686073306428,0,1,0.6689165057121933,0,0.16803770030010484
0,47,100.5,4707.1,0,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,25,7,100.5,0.0213461906076761,1,1,-0.887572189080243,0,0.746824571479089
0,60,89.9,5450.7,0,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,12,5,89.9,0.0164902690903754,1,3,0.4950412734930096,0,0.5262238889955861
0,72,42.1,2962.0,0,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,0,4,42.1,0.014208572392845,0,4,0.7017055146441908,2,0.048783349788643966
0,18,54.4,957.1,0,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,54,6,54.4,0.0567790418536687,0,1,-0.4277299150833713,2,0.11045769386512745
0,9,94.4,857.25,1,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,63,4,94.4,0.1099912612875036,1,1,0.2808945479865057,2,0.8114788279822772
0,3,75.3,244.1,0,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,69,6,75.3,0.3072215422276622,1,3,-0.3716758723260558,2,0.49474990547471076
0,47,78.9,3650.35,0,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,25,5,78.9,0.0216084461911347,0,1,0.915942132964908,0,0.17383948100804505
0,31,79.2,2497.2,0,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,41,6,79.2,0.031702826034745,0,1,-0.9331528551289924,0,0.0613411047069227
0,50,20.15,930.9,0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,22,3,20.15,0.021622491683657,0,3,0.15958568766591,2,0.015820552868304985
0,10,79.85,887.35,0,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,62,4,79.85,0.0898857432318342,1,3,-0.6669929059009698,2,0.4904958778055721
0,1,49.05,49.05,0,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,71,2,49.05,0.98001998001998,1,0,0.4244404103543173,1,0.552976807425445
0,52,20.4,1090.65,0,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,20,4,20.4,0.0186873082031786,0,4,-0.6482194331626758,2,0.030531173160135212
1,64,111.6,7099.0,0,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,8,10,111.6,0.0157183098591549,0,4,-0.5292334762032849,0,0.16682859934010924
0,62,24.25,1424.6,0,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,10,5,24.25,0.0170103815937149,0,1,-0.0112583779084838,2,0.006427071193994927
0,3,64.5,177.4,0,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,69,6,64.5,0.3615470852017937,1,4,0.8296698999937562,2,0.3648529797010727
1,56,110.5,6139.5,0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,16,7,110.5,0.0179952772575523,0,1,-0.5765712557040583,0,0.31878806253882036
0,46,55.65,2688.85,0,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,26,2,55.65,0.0206888859973604,0,0,-0.711519957763793,2,0.11102114011940943
0,8,54.65,482.25,0,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,64,5,54.65,0.1130884635281945,1,3,0.5179536637080613,2,0.233693297133676
1,30,74.75,2111.3,0,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,42,6,74.75,0.0353879657245656,1,3,0.0012390646678619,0,0.42542936355981353
0,45,25.9,1216.6,0,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,27,5,25.9,0.0212713534822601,0,3,0.8235702247635428,2,0.02237843474103257
0,1,79.35,79.35,1,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,71,4,79.35,0.9875544492843809,1,4,-0.7067708856803154,1,0.8340405422983832
0,11,50.55,565.35,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,61,5,50.55,0.0892557605720844,1,0,0.2918557860460786,2,0.38270517780845553
0,7,75.15,496.9,1,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,65,4,75.15,0.1509339224743924,1,4,-0.5342417076963699,2,0.7307379219568514
0,42,103.8,4327.5,0,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,30,7,103.8,0.0239805937391706,1,4,-0.6864791426967214,0,0.47760096900875065
0,49,20.15,973.35,0,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,23,3,20.15,0.0206804536357571,0,0,0.366858830314541,2,0.018591958506203647
0,9,99.3,918.75,0,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,63,6,99.3,0.1079641206849687,1,0,0.1873692398174664,0,0.7429170822347654
